PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Has_Cabin,FamilySize
604,0,1,"Miller, Mr. Joseph",male,13.8,0,0,A/1991,99.37,E65,S,1,1
605,1,3,"Anderson, Mr. James",male,24.7,0,0,A/9481,17.56,,S,0,1
606,1,3,"Smith, Miss. Ida",female,45.2,0,0,A/6595,10.41,,S,0,1
607,1,3,"Anderson, Miss. Margaret",female,12.2,1,0,A/9125,10.95,B98,S,1,2
608,0,3,"Miller, Mr. Joseph",male,35.0,0,0,A/1162,8.33,A28,S,1,1
609,0,1,"Miller, Mr. John",male,30.9,0,0,A/4587,273.64,B53,C,1,1
610,0,2,"Williams, Mr. George",male,34.2,2,0,A/7208,44.47,,S,0,3
611,0,1,"Miller, Mr. Frank",male,68.4,1,1,A/2071,97.25,B34,S,1,3
612,0,2,"Anderson, Mr. Joseph",male,4.2,1,2,A/4098,53.45,,S,0,4
613,0,2,"Jones, Mr. James",male,62.1,0,0,A/8711,50.59,,S,0,1
614,1,2,"Taylor, Miss. Margaret",female,23.2,0,2,A/8918,47.2,,S,0,3
615,1,2,"Anderson, Miss. Mary",female,32.2,0,1,A/4581,28.77,,S,0,2
616,1,3,"Taylor, Mr. William",male,35.0,1,2,A/6760,11.14,E89,S,1,4
617,0,3,"Miller, Mr. Thomas",male,13.4,0,0,A/2243,13.46,E75,S,1,1
618,1,1,"Brown, Mr. William",male,38.7,0,0,A/6394,127.51,C34,C,1,1
619,1,3,"Taylor, Miss. Minnie",female,57.7,1,1,A/1194,15.5,,C,0,3
620,0,1,"Brown, Mr. Charles",male,55.2,1,1,A/6581,252.14,C34,S,1,3
621,0,3,"Wilson, Mr. Thomas",male,35.0,0,2,A/3102,12.5,,S,0,3
622,0,3,"Brown, Mr. Joseph",male,53.6,2,2,A/5909,12.87,A27,S,1,5
623,0,3,"Anderson, Mr. Joseph",male,28.0,1,1,A/4085,15.55,,Q,0,3
624,0,3,"Williams, Mr. William",male,35.0,2,2,A/9005,7.48,,Q,0,5
625,0,2,"Jones, Mr. William",male,1.8,0,1,A/7407,22.07,E63,S,1,2
626,1,1,"Brown, Miss. Emma",female,57.4,2,1,A/3601,208.85,C85,S,1,4
627,0,3,"Brown, Mr. John",male,57.9,1,0,A/9615,12.92,,S,0,2
628,0,3,"Johnson, Mr. George",male,24.9,2,0,A/7407,18.03,,S,0,3
629,1,2,"Davis, Miss. Alice",female,49.2,0,1,A/1715,25.79,,S,0,2
630,0,3,"Johnson, Mr. Charles",male,53.6,0,0,A/2253,20.6,,C,0,1
631,0,2,"Brown, Mr. John",male,34.2,2,1,A/7244,30.46,,S,0,4
632,0,1,"Williams, Mr. Frank",male,32.8,0,2,A/4969,234.12,D27,S,1,3
633,0,2,"Smith, Mr. William",male,34.2,2,1,A/3759,18.49,,S,0,4
634,0,1,"Brown, Mr. John",male,31.5,0,2,A/2684,159.84,C66,S,1,3
635,1,1,"Brown, Miss. Elizabeth",female,7.3,1,0,A/1238,147.54,B97,S,1,2
636,1,1,"Williams, Miss. Emma",female,57.3,0,2,A/4105,213.67,E60,Q,1,3
637,1,1,"Miller, Mr. Frank",male,22.8,1,0,A/8516,120.62,C93,S,1,2
638,1,1,"Davis, Miss. Minnie",female,69.3,2,2,A/3809,127.95,A86,S,1,5
639,0,3,"Williams, Mr. Frank",male,48.4,2,1,A/2106,13.03,,S,0,4
640,0,2,"Brown, Mr. John",male,62.9,0,0,A/8020,49.08,,S,0,1
641,0,2,"Williams, Mr. Joseph",male,34.2,2,2,A/8270,48.27,,S,0,5
642,1,3,"Taylor, Miss. Ida",female,2.6,2,0,A/6615,11.36,,Q,0,3
643,0,3,"Brown, Mr. Joseph",male,35.0,2,0,A/2058,22.66,B16,S,1,3
644,0,1,"Johnson, Mr. James",male,65.3,0,2,A/2280,168.04,D49,S,1,3
645,1,1,"Anderson, Mr. Charles",male,67.8,0,0,A/8883,88.4,C60,S,1,1
646,0,3,"Anderson, Mr. Joseph",male,55.8,0,1,A/8002,22.37,,Q,0,2
647,0,3,"Williams, Mr. George",male,20.5,1,2,A/8878,8.29,D35,S,1,4
648,0,1,"Taylor, Mr. Frank",male,65.9,2,0,A/7292,182.6,E19,S,1,3
649,1,1,"Davis, Miss. Emma",female,18.6,2,0,A/9349,233.1,C99,S,1,3
650,0,2,"Brown, Mr. Charles",male,25.9,2,0,A/3422,26.76,,S,0,3
651,1,2,"Williams, Mr. John",male,34.2,2,1,A/7515,46.77,,S,0,4
652,1,3,"Williams, Miss. Ida",female,67.8,2,1,A/6045,20.21,,Q,0,4
653,0,3,"Anderson, Mr. Frank",male,15.5,2,1,A/6047,7.12,,S,0,4
654,1,1,"Davis, Miss. Ida",female,12.8,0,0,A/3200,115.54,B74,Q,1,1
655,1,3,"Williams, Miss. Elizabeth",female,37.1,0,0,A/7697,14.93,,S,0,1
656,1,3,"Johnson, Mr. Joseph",male,35.0,0,2,A/4846,15.6,,S,0,3
657,1,1,"Smith, Miss. Mary",female,1.5,1,2,A/5355,284.39,D53,S,1,4
658,0,2,"Miller, Miss. Margaret",female,46.9,1,2,A/1937,58.89,,C,0,4
659,1,1,"Davis, Miss. Emma",female,34.7,1,0,A/5072,154.74,E97,S,1,2
660,0,3,"Brown, Mr. John",male,57.1,0,0,A/1749,24.45,,S,0,1
661,1,1,"Anderson, Mr. William",male,66.0,1,0,A/7305,137.59,B28,C,1,2
662,1,3,"Taylor, Miss. Mary",female,21.8,2,2,A/8648,10.02,,S,0,5
663,0,3,"Brown, Mr. James",male,7.2,1,0,A/3625,23.72,,S,0,2
664,1,2,"Wilson, Miss. Anna",female,44.7,1,0,A/6452,54.24,,C,0,2
665,0,3,"Davis, Mr. Joseph",male,67.7,1,0,A/4662,11.66,,S,0,2
666,0,2,"Brown, Mr. William",male,34.2,0,1,A/1027,28.99,,S,0,2
667,0,2,"Miller, Mr. James",male,16.3,1,0,A/9819,53.36,,C,0,2
668,0,2,"Wilson, Mr. James",male,34.2,2,0,A/6245,28.9,,S,0,3
669,1,3,"Wilson, Miss. Elizabeth",female,27.0,0,0,A/4450,22.27,,S,0,1
670,0,3,"Williams, Miss. Alice",female,57.2,0,0,A/9977,14.06,,S,0,1
671,0,2,"Johnson, Mr. George",male,49.4,1,1,A/2594,20.89,,S,0,3
672,1,3,"Jones, Miss. Alice",female,31.5,1,0,A/3372,10.78,,S,0,2
673,0,3,"Anderson, Mr. William",male,11.2,1,0,A/1922,8.73,,S,0,2
674,0,1,"Miller, Miss. Ida",female,28.9,0,0,A/4946,161.23,C98,S,1,1
675,1,1,"Johnson, Miss. Alice",female,20.0,2,1,A/7018,72.67,A20,S,1,4
676,1,3,"Brown, Miss. Mary",female,34.1,2,0,A/3967,13.91,,C,0,3
677,0,2,"Miller, Mr. William",male,38.1,1,0,A/7451,40.02,,C,0,2
678,0,3,"Anderson, Mr. William",male,46.4,0,0,A/3948,7.1,,S,0,1
679,0,1,"Williams, Mr. William",male,3.4,0,2,A/5891,153.62,E31,S,1,3
680,0,3,"Jones, Mr. John",male,55.0,2,2,A/8289,9.52,,S,0,5
681,1,3,"Anderson, Miss. Elizabeth",female,4.1,0,0,A/3321,12.39,,Q,0,1
682,1,3,"Miller, Mr. George",male,6.1,0,0,A/7255,18.7,,S,0,1
683,1,3,"Williams, Miss. Elizabeth",female,69.7,2,0,A/7097,17.15,,S,0,3
684,1,1,"Miller, Miss. Ida",female,18.1,0,0,A/9707,95.3,E62,S,1,1
685,1,3,"Miller, Mr. George",male,19.9,0,1,A/4640,13.82,A32,S,1,2
686,0,3,"Wilson, Mr. William",male,60.7,1,0,A/2623,23.14,,Q,0,2
687,0,2,"Taylor, Mr. Joseph",male,34.2,0,2,A/3547,44.59,E44,S,1,3
688,0,3,"Brown, Miss. Ida",female,37.1,0,1,A/9228,12.16,,S,0,2
689,1,3,"Brown, Miss. Minnie",female,37.1,0,1,A/6123,22.21,,S,0,2
690,1,2,"Anderson, Mr. John",male,65.1,0,1,A/9334,56.96,D75,S,1,2
691,1,3,"Johnson, Mr. Joseph",male,35.0,2,0,A/7962,19.65,,S,0,3
692,1,3,"Taylor, Miss. Mary",female,47.5,1,0,A/3864,8.35,,S,0,2
693,0,3,"Davis, Mr. James",male,35.0,2,0,A/9832,22.31,,S,0,3
694,0,3,"Smith, Mr. Joseph",male,65.4,2,2,A/1580,23.84,,C,0,5
695,1,1,"Wilson, Mr. Frank",male,30.9,0,0,A/7587,151.54,A65,S,1,1
696,1,1,"Williams, Mr. Joseph",male,11.7,2,0,A/4704,178.26,C48,S,1,3
697,0,3,"Jones, Mr. William",male,31.3,0,0,A/8110,7.1,,C,0,1
698,0,1,"Williams, Mr. Joseph",male,3.2,2,0,A/8852,290.73,C25,S,1,3
699,0,3,"Williams, Miss. Margaret",female,28.6,2,1,A/3153,8.98,A26,S,1,4
700,1,3,"Brown, Miss. Mary",female,68.4,2,0,A/8116,15.64,,S,0,3
701,0,2,"Taylor, Mr. James",male,60.6,2,0,A/8031,23.93,,C,0,3
702,0,3,"Williams, Mr. Charles",male,44.8,0,0,A/3167,14.22,,S,0,1
703,0,1,"Brown, Mr. William",male,37.2,2,0,A/4633,147.32,D17,S,1,3
704,0,3,"Jones, Mr. Frank",male,29.8,0,0,A/3977,7.74,C37,S,1,1
705,0,2,"Davis, Mr. James",male,24.1,0,0,A/1223,45.73,,S,0,1
706,1,2,"Anderson, Miss. Margaret",female,41.3,0,0,A/3137,43.33,,S,0,1
707,0,3,"Brown, Miss. Elizabeth",female,6.2,1,2,A/6618,12.43,,C,0,4
708,0,3,"Williams, Mr. Charles",male,62.5,1,0,A/6996,15.07,,Q,0,2
709,1,1,"Taylor, Mr. John",male,67.8,0,0,A/1996,252.71,B60,S,1,1
710,0,3,"Johnson, Mr. James",male,39.8,1,1,A/5448,10.72,E37,S,1,3
711,1,1,"Taylor, Miss. Alice",female,18.9,0,0,A/5399,196.99,B38,S,1,1
712,0,1,"Williams, Mr. George",male,55.6,2,0,A/4440,192.96,A93,S,1,3
713,0,3,"Johnson, Mr. George",male,43.2,0,0,A/1170,21.83,,Q,0,1
714,1,1,"Taylor, Miss. Anna",female,66.3,0,2,A/4377,257.87,B51,S,1,3
715,1,3,"Davis, Miss. Emma",female,30.9,0,1,A/2535,15.93,,C,0,2
716,1,1,"Williams, Mr. George",male,30.9,0,1,A/4077,85.97,A64,S,1,2
717,0,3,"Johnson, Miss. Emma",female,42.6,1,1,A/1339,8.98,A26,S,1,3
718,0,1,"Anderson, Mr. John",male,30.9,0,2,A/6544,266.13,A35,S,1,3
719,1,3,"Williams, Miss. Minnie",female,37.1,0,2,A/5382,18.29,A23,S,1,3
720,1,1,"Davis, Miss. Emma",female,16.6,1,0,A/6788,220.73,B97,S,1,2
721,1,3,"Johnson, Miss. Alice",female,37.1,0,0,A/6854,8.37,,S,0,1
722,0,3,"Smith, Mr. James",male,42.4,2,1,A/3461,23.08,,S,0,4
723,1,2,"Jones, Miss. Alice",female,56.9,2,0,A/1035,53.78,,C,0,3
724,0,1,"Wilson, Mr. Thomas",male,30.9,1,0,A/3370,90.8,B33,C,1,2
725,0,2,"Wilson, Mr. Joseph",male,10.5,2,0,A/7278,33.84,,S,0,3
726,1,3,"Davis, Miss. Anna",female,40.9,2,0,A/2429,11.23,A56,S,1,3
727,1,3,"Smith, Miss. Margaret",female,54.7,0,0,A/8543,9.59,,Q,0,1
728,0,3,"Brown, Mr. John",male,35.0,2,0,A/7184,20.2,,S,0,3
729,0,1,"Anderson, Mr. William",male,11.9,0,0,A/3314,88.17,A11,S,1,1
730,0,3,"Williams, Mr. Thomas",male,49.2,0,1,A/7742,20.01,,S,0,2
731,0,1,"Smith, Mr. John",male,30.9,0,0,A/7494,261.52,D80,C,1,1
732,0,2,"Jones, Mr. Charles",male,34.2,0,2,A/7185,59.01,B61,S,1,3
733,0,1,"Taylor, Mr. William",male,22.6,2,1,A/7233,107.91,C92,S,1,4
734,1,2,"Miller, Mr. Frank",male,38.4,0,0,A/1179,49.04,,S,0,1
735,0,3,"Jones, Mr. William",male,39.9,1,0,A/1787,12.66,,S,0,2
736,0,2,"Davis, Mr. Charles",male,25.6,0,0,A/6428,33.33,,S,0,1
737,0,3,"Anderson, Mr. Joseph",male,3.6,0,0,A/8587,8.42,,Q,0,1
738,0,1,"Williams, Mr. James",male,69.5,1,2,A/6593,172.92,B53,S,1,4
739,1,3,"Smith, Miss. Ida",female,42.9,0,2,A/9151,8.75,C80,C,1,3
740,1,3,"Wilson, Miss. Anna",female,37.1,0,0,A/2116,12.04,,S,0,1
741,0,1,"Jones, Miss. Alice",female,31.5,0,0,A/8999,79.11,C61,S,1,1
742,1,3,"Wilson, Miss. Margaret",female,22.6,0,1,A/9289,15.1,,Q,0,2
743,1,1,"Smith, Miss. Elizabeth",female,11.7,0,0,A/7157,106.39,D19,S,1,1
744,1,3,"Miller, Miss. Alice",female,57.5,0,0,A/3953,20.17,,Q,0,1
745,0,3,"Miller, Mr. William",male,34.6,2,1,A/2873,12.01,B70,S,1,4
746,1,1,"Anderson, Mr. Joseph",male,55.5,1,0,A/1886,118.64,A97,S,1,2
747,0,2,"Williams, Mr. William",male,34.2,2,1,A/7876,38.62,,S,0,4
748,0,3,"Davis, Mr. Frank",male,14.7,1,1,A/8790,16.64,,Q,0,3
749,0,2,"Anderson, Miss. Ida",female,62.7,0,0,A/3369,29.57,,Q,0,1
750,1,3,"Miller, Miss. Mary",female,11.2,0,0,A/7658,11.73,,Q,0,1
751,1,3,"Wilson, Miss. Anna",female,13.9,2,2,A/3721,17.82,,S,0,5
752,1,1,"Smith, Miss. Margaret",female,34.7,0,2,A/3043,230.84,D62,S,1,3
753,1,2,"Taylor, Mr. Frank",male,34.2,1,0,A/3898,39.87,,S,0,2
754,0,2,"Davis, Miss. Minnie",female,63.5,0,0,A/2700,19.03,D23,S,1,1
755,1,3,"Johnson, Miss. Alice",female,47.1,1,0,A/4651,20.98,,S,0,2
756,1,3,"Miller, Miss. Alice",female,49.6,2,1,A/1124,23.91,,S,0,4
757,1,2,"Jones, Miss. Ida",female,43.45,1,0,A/1254,16.18,,C,0,2
758,1,3,"Miller, Miss. Margaret",female,30.7,1,1,A/4156,18.09,,S,0,3
759,0,3,"Davis, Mr. James",male,11.9,0,0,A/3069,16.08,,C,0,1
760,0,3,"Jones, Mr. James",male,7.4,1,0,A/3507,7.5,,Q,0,2
761,0,1,"Williams, Mr. Thomas",male,13.9,2,0,A/5864,114.58,B58,C,1,3
762,0,3,"Williams, Mr. John",male,8.1,1,2,A/3010,8.93,,C,0,4
763,0,1,"Miller, Mr. Charles",male,2.5,0,1,A/2250,118.37,D58,C,1,2
764,0,3,"Williams, Mr. James",male,46.5,2,2,A/1515,9.11,,S,0,5
765,0,3,"Smith, Mr. James",male,9.4,1,0,A/9781,7.41,,S,0,2
766,0,3,"Brown, Mr. John",male,51.2,0,0,A/5483,15.67,,S,0,1
767,0,3,"Wilson, Mr. Joseph",male,14.3,0,0,A/5605,24.31,E49,S,1,1
768,1,1,"Davis, Miss. Alice",female,57.3,1,0,A/7275,168.74,E55,S,1,2
769,0,3,"Williams, Mr. John",male,29.3,1,2,A/6771,14.17,C64,C,1,4
770,1,2,"Miller, Mr. Frank",male,1.7,2,0,A/6388,24.62,,S,0,3
771,0,1,"Jones, Mr. Charles",male,30.9,0,2,A/2225,202.01,D97,C,1,3
772,0,2,"Brown, Mr. John",male,69.3,1,0,A/3033,35.38,,S,0,2
773,0,1,"Smith, Mr. John",male,59.1,1,0,A/9740,281.15,A53,S,1,2
774,1,1,"Davis, Mr. George",male,28.6,1,0,A/9090,210.83,D48,S,1,2
775,0,3,"Johnson, Miss. Margaret",female,37.1,0,0,A/1170,9.5,,C,0,1
776,0,3,"Johnson, Mr. Charles",male,57.3,1,0,A/1860,11.67,,S,0,2
777,0,3,"Miller, Mr. Joseph",male,35.0,0,2,A/8548,9.16,,S,0,3
778,1,3,"Davis, Miss. Alice",female,17.6,1,1,A/5596,12.79,,S,0,3
779,0,2,"Johnson, Mr. Frank",male,46.5,2,0,A/2278,18.38,,S,0,3
780,0,3,"Davis, Mr. Charles",male,57.2,1,2,A/6134,20.69,,S,0,4
781,0,1,"Williams, Mr. Charles",male,32.2,1,2,A/4326,249.4,B18,S,1,4
782,1,1,"Anderson, Mr. William",male,52.4,0,0,A/8550,113.02,A70,S,1,1
783,0,3,"Taylor, Mr. William",male,28.4,1,2,A/6467,7.96,,S,0,4
784,1,3,"Davis, Miss. Elizabeth",female,42.0,1,2,A/9087,16.34,A92,S,1,4
785,1,1,"Smith, Mr. George",male,20.0,1,1,A/7421,160.36,B98,S,1,3
786,1,1,"Miller, Miss. Minnie",female,1.2,0,2,A/8811,239.99,B31,S,1,3
787,0,1,"Wilson, Mr. James",male,30.5,0,0,A/5322,272.69,B96,C,1,1
788,0,1,"Wilson, Mr. John",male,8.5,0,2,A/5762,262.13,E74,S,1,3
789,0,1,"Jones, Mr. Frank",male,69.3,0,1,A/5153,153.79,A55,S,1,2
790,1,2,"Anderson, Mr. Thomas",male,51.2,0,0,A/7722,53.53,,S,0,1
791,0,3,"Davis, Mr. Frank",male,35.0,1,0,A/5487,22.79,,C,0,2
792,1,2,"Taylor, Miss. Emma",female,62.3,1,2,A/7836,57.54,,S,0,4
793,1,3,"Anderson, Miss. Anna",female,67.8,0,0,A/2805,24.45,,S,0,1
794,0,3,"Jones, Mr. James",male,56.2,0,1,A/1670,10.91,,S,0,2
795,1,3,"Miller, Mr. John",male,35.0,0,2,A/3540,24.17,,S,0,3
796,0,3,"Johnson, Mr. George",male,25.5,2,1,A/7923,14.18,,C,0,4
797,0,3,"Williams, Mr. Joseph",male,40.9,2,0,A/5096,9.44,,S,0,3
798,0,1,"Wilson, Mr. James",male,31.1,0,2,A/8240,229.65,E97,C,1,3
799,0,3,"Davis, Mr. Joseph",male,2.8,1,0,A/3303,18.07,,S,0,2
800,1,3,"Taylor, Mr. George",male,9.7,2,0,A/8582,21.53,,S,0,3
801,0,1,"Johnson, Mr. Frank",male,40.0,2,0,A/1997,97.93,E96,S,1,3
802,1,3,"Taylor, Miss. Emma",female,10.4,2,0,A/5929,18.31,,Q,0,3
803,1,3,"Brown, Mr. William",male,35.0,0,2,A/2587,11.45,A74,S,1,3
804,0,1,"Davis, Mr. Thomas",male,59.1,1,0,A/8194,267.64,E25,S,1,2
805,0,3,"Brown, Mr. James",male,14.8,1,0,A/5742,19.02,,S,0,2
806,0,3,"Johnson, Mr. Thomas",male,2.9,1,0,A/7380,7.2,,S,0,2
807,0,3,"Smith, Mr. Frank",male,50.9,0,0,A/3593,13.44,,S,0,1
808,1,2,"Davis, Miss. Anna",female,43.45,2,2,A/6558,35.68,,S,0,5
809,0,3,"Davis, Miss. Anna",female,27.0,1,2,A/3955,17.37,,C,0,4
810,0,3,"Miller, Mr. Frank",male,5.7,0,0,A/4796,8.74,D51,C,1,1
811,0,3,"Brown, Miss. Anna",female,37.1,1,1,A/2054,8.11,,S,0,3
812,0,3,"Miller, Mr. John",male,49.2,1,0,A/4272,10.52,,S,0,2
813,1,1,"Davis, Miss. Elizabeth",female,34.7,2,0,A/4334,77.65,B10,S,1,3
814,0,2,"Johnson, Mr. Frank",male,63.9,2,2,A/9129,23.56,,C,0,5
815,0,3,"Taylor, Mr. James",male,44.2,0,2,A/2280,9.29,,S,0,3
816,1,3,"Taylor, Mr. Frank",male,21.0,0,1,A/6863,8.22,,Q,0,2
817,0,1,"Taylor, Mr. George",male,30.9,2,0,A/8716,285.49,C93,S,1,3
818,1,2,"Miller, Mr. John",male,51.6,2,0,A/4860,37.21,,S,0,3
819,0,3,"Smith, Miss. Margaret",female,42.3,1,0,A/8844,24.04,,S,0,2
820,0,1,"Miller, Mr. Joseph",male,61.5,0,0,A/1906,76.06,B78,S,1,1
821,1,2,"Smith, Miss. Alice",female,49.0,1,1,A/3257,20.2,E57,S,1,3
822,1,2,"Brown, Miss. Elizabeth",female,43.45,1,2,A/1750,59.59,B17,S,1,4
823,1,1,"Smith, Mr. Frank",male,17.9,0,0,A/7517,180.1,A94,S,1,1
824,0,2,"Wilson, Mr. Frank",male,31.6,0,0,A/5795,54.1,,C,0,1
825,0,2,"Johnson, Mr. John",male,66.6,1,0,A/2285,24.16,E39,S,1,2
826,0,3,"Williams, Mr. John",male,45.8,1,0,A/1348,15.98,C85,S,1,2
827,0,3,"Jones, Mr. Joseph",male,27.5,0,0,A/4370,13.83,,S,0,1
828,0,3,"Miller, Mr. John",male,24.2,0,2,A/4547,20.63,,C,0,3
829,0,2,"Smith, Mr. William",male,65.3,0,2,A/8594,34.07,,C,0,3
830,1,2,"Wilson, Miss. Elizabeth",female,43.45,2,0,A/2401,59.95,,S,0,3
831,0,3,"Jones, Mr. Frank",male,46.1,1,0,A/3036,12.52,,C,0,2
832,1,3,"Smith, Mr. Thomas",male,35.0,0,1,A/4569,14.35,,S,0,2
833,0,3,"Johnson, Mr. Thomas",male,20.1,1,0,A/4726,18.35,E93,S,1,2
834,0,1,"Taylor, Mr. Thomas",male,30.9,2,0,A/1996,288.89,C42,S,1,3
835,1,3,"Taylor, Miss. Mary",female,6.3,1,0,A/9372,8.39,,S,0,2
836,0,3,"Johnson, Miss. Ida",female,37.1,0,2,A/6902,13.03,,S,0,3
837,1,3,"Anderson, Miss. Mary",female,37.1,0,2,A/1418,8.91,,S,0,3
838,0,3,"Anderson, Miss. Margaret",female,41.2,2,0,A/7243,20.73,,Q,0,3
839,1,3,"Anderson, Miss. Ida",female,37.1,1,0,A/8738,18.87,,S,0,2
840,1,1,"Brown, Mr. Frank",male,26.0,1,0,A/2890,229.41,D62,S,1,2
841,0,2,"Miller, Mr. Thomas",male,29.9,1,0,A/9808,26.02,,S,0,2
842,0,3,"Jones, Mr. Frank",male,35.0,1,2,A/3431,17.37,,C,0,4
843,1,3,"Smith, Miss. Emma",female,39.3,1,0,A/3070,22.65,,S,0,2
844,0,1,"Taylor, Mr. Joseph",male,28.8,1,0,A/5806,97.38,C85,S,1,2
845,1,1,"Johnson, Miss. Margaret",female,44.5,2,1,A/5739,244.26,B33,C,1,4
846,1,3,"Taylor, Miss. Anna",female,37.1,1,0,A/8430,13.83,,S,0,2
847,1,3,"Johnson, Miss. Elizabeth",female,39.9,1,2,A/9326,22.19,,S,0,4
848,0,2,"Williams, Mr. John",male,69.3,0,1,A/9505,27.52,,S,0,2
849,0,2,"Jones, Mr. George",male,12.7,0,2,A/2738,56.6,,S,0,3
850,1,1,"Williams, Miss. Mary",female,34.7,1,2,A/4197,71.53,A57,S,1,4
851,0,3,"Wilson, Mr. James",male,8.6,2,0,A/8281,23.0,,S,0,3
852,0,1,"Johnson, Mr. Frank",male,16.3,0,0,A/3567,186.62,C68,S,1,1
853,1,3,"Miller, Miss. Mary",female,55.8,0,0,A/1583,24.09,,S,0,1
854,1,3,"Brown, Miss. Elizabeth",female,37.1,0,1,A/5630,9.37,,S,0,2
855,1,3,"Brown, Miss. Mary",female,43.2,2,0,A/1635,14.53,,S,0,3
856,0,3,"Wilson, Mr. James",male,61.4,2,1,A/9031,21.34,,S,0,4
857,0,3,"Johnson, Mr. George",male,18.1,1,0,A/3886,15.37,,S,0,2
858,1,3,"Wilson, Miss. Alice",female,3.0,0,2,A/4524,23.02,,S,0,3
859,0,3,"Miller, Mr. Joseph",male,28.5,0,0,A/8954,20.11,,C,0,1
860,0,2,"Anderson, Mr. James",male,8.6,1,2,A/6401,20.81,,Q,0,4
861,0,1,"Miller, Mr. Frank",male,46.2,1,0,A/6932,193.16,B78,S,1,2
862,0,3,"Williams, Mr. Frank",male,51.6,0,0,A/1328,20.59,,S,0,1
863,1,3,"Jones, Mr. George",male,48.5,0,0,A/3025,21.63,,S,0,1
864,1,3,"Johnson, Miss. Anna",female,53.6,1,0,A/1241,20.37,,Q,0,2
865,0,1,"Davis, Mr. Charles",male,55.1,1,2,A/1383,139.5,D35,S,1,4
866,0,3,"Davis, Mr. George",male,29.0,0,1,A/5659,23.34,,S,0,2
867,0,1,"Davis, Mr. Frank",male,32.2,1,0,A/7510,247.38,D57,S,1,2
868,1,1,"Williams, Mr. William",male,30.9,1,2,A/5095,89.29,D88,C,1,4
869,0,3,"Brown, Miss. Mary",female,22.5,0,0,A/1598,12.79,,S,0,1
870,1,1,"Taylor, Miss. Alice",female,46.0,0,1,A/8913,188.32,A23,S,1,2
871,0,1,"Smith, Mr. James",male,30.9,0,1,A/2862,78.98,D73,S,1,2
872,0,3,"Taylor, Mr. Joseph",male,31.0,0,0,A/9560,12.8,,S,0,1
873,0,1,"Brown, Mr. Frank",male,32.9,0,0,A/3690,190.61,D11,S,1,1
874,0,1,"Smith, Mr. George",male,30.9,0,2,A/8513,146.14,A89,S,1,3
875,1,1,"Taylor, Mr. Charles",male,30.9,0,0,A/5656,258.77,D84,C,1,1
876,1,2,"Jones, Miss. Elizabeth",female,43.45,2,0,A/5587,23.02,,S,0,3
877,0,3,"Davis, Mr. Frank",male,42.7,2,2,A/8756,10.77,B37,S,1,5
878,0,3,"Williams, Mr. Thomas",male,62.8,0,0,A/9383,21.53,,S,0,1
879,1,2,"Brown, Miss. Ida",female,33.7,0,2,A/6193,38.88,,C,0,3
880,0,3,"Jones, Miss. Emma",female,34.8,0,0,A/8133,18.74,,C,0,1
881,1,3,"Miller, Miss. Ida",female,69.9,0,1,A/7130,10.22,,S,0,2
882,0,2,"Smith, Mr. George",male,64.2,1,0,A/5473,16.51,,S,0,2
883,1,1,"Jones, Miss. Minnie",female,57.8,2,1,A/8446,182.77,D92,C,1,4
884,0,3,"Smith, Mr. James",male,35.0,0,0,A/7874,22.01,D91,C,1,1
885,1,2,"Jones, Miss. Elizabeth",female,24.0,2,0,A/3772,55.76,,Q,0,3
886,0,3,"Davis, Miss. Ida",female,5.5,1,0,A/5368,8.51,,S,0,2
887,1,1,"Williams, Mr. John",male,9.1,1,2,A/2410,200.22,D21,S,1,4
888,1,1,"Williams, Miss. Margaret",female,53.9,0,0,A/7136,175.88,B49,C,1,1
889,1,3,"Brown, Miss. Emma",female,20.8,0,0,A/6169,14.45,,S,0,1
890,1,1,"Jones, Miss. Alice",female,40.9,0,2,A/8367,260.79,B14,Q,1,3
891,0,3,"Anderson, Mr. Charles",male,45.6,2,0,A/4398,13.16,,S,0,3
